date,department,team,actual_productivity,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,perf_ratio
2015-01-27,sewing,1,0.800263218,0.75,22.94,1871.0,6960,55.0,0.0,0.0,0.0,58.0,1.067
2015-01-27,sewing,2,1.0,0.75,22.52,1635.0,6840,119.0,0.0,0.0,0.0,57.0,1.3333
2015-01-27,sewing,3,1.0,0.75,22.52,1299.0,6840,119.0,0.0,0.0,0.0,57.0,1.3333
2015-01-27,sewing,4,0.850312684,0.8,22.52,1106.0,6780,60.0,0.0,0.0,0.0,56.5,1.0629
2015-01-27,sewing,5,0.500035345,0.5,20.79,1455.0,6960,30.0,0.0,0.0,0.0,58.0,1.0001
2015-01-27,sewing,6,0.622828125,0.8,30.4,338.0,3840,34.0,0.0,0.0,0.0,32.0,0.7785
2015-01-27,sewing,8,0.650307143,0.65,15.09,976.0,240,23.0,0.0,0.0,0.0,52.0,1.0005
2015-01-27,sewing,9,0.700386207,0.7,29.12,1294.0,6960,50.0,0.0,0.0,0.0,58.0,1.0006
2015-01-27,sewing,10,0.900129762,0.8,22.52,1134.0,6720,70.0,0.0,0.0,0.0,56.0,1.1252
2015-01-27,sewing,11,0.37046657,0.5,48.18,1282.0,6480,23.0,0.0,0.0,0.0,54.0,0.7409
2015-01-27,sewing,12,0.700164706,0.7,15.26,1462.0,4080,40.0,0.0,0.0,0.0,34.0,1.0002
2015-01-28,finishing,1,0.9456,0.75,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2608
2015-01-28,finishing,2,0.902222222,0.8,3.94,1039.0,1800,0.0,0.0,0.0,0.0,15.0,1.1278
2015-01-28,finishing,4,0.722638889,0.8,4.3,1039.0,1440,0.0,0.0,0.0,0.0,12.0,0.9033
2015-01-28,finishing,6,0.977555556,0.35,2.9,1039.0,1800,0.0,0.0,0.0,0.0,15.0,2.793
2015-01-28,finishing,7,0.406354167,0.6,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.6773
2015-01-28,finishing,8,0.553333333,0.65,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.8513
2015-01-28,finishing,10,0.840533333,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0507
2015-01-28,finishing,11,0.259375,0.5,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.5188
2015-01-28,finishing,12,0.755555556,0.75,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.0074
2015-01-28,sewing,1,0.850362069,0.75,22.94,1868.0,6960,81.0,0.0,0.0,0.0,58.0,1.1338
2015-01-28,sewing,2,1.0,0.8,22.52,1559.0,6840,90.0,0.0,0.0,0.0,57.0,1.25
2015-01-28,sewing,3,1.0,0.8,22.52,1350.0,6840,113.0,0.0,0.0,0.0,57.0,1.25
2015-01-28,sewing,4,0.800489676,0.8,22.52,1342.0,6780,50.0,0.0,0.0,0.0,56.5,1.0006
2015-01-28,sewing,5,0.800534483,0.6,20.79,1045.0,6960,88.0,0.0,0.0,0.0,58.0,1.3342
2015-01-28,sewing,6,0.437995338,0.35,18.79,511.0,1800,23.0,0.0,0.0,0.0,32.0,1.2514
2015-01-28,sewing,7,0.285333333,0.6,23.54,958.0,6600,0.0,0.0,0.0,0.0,55.0,0.4756
2015-01-28,sewing,8,0.467693269,0.7,38.09,336.0,6240,0.0,0.0,0.0,0.0,52.0,0.6681
2015-01-28,sewing,9,0.750593103,0.7,29.12,1340.0,6960,63.0,0.0,0.0,0.0,58.0,1.0723
2015-01-28,sewing,10,0.850532143,0.8,22.52,1175.0,6720,60.0,0.0,0.0,0.0,56.0,1.0632
2015-01-28,sewing,11,0.500567308,0.5,20.1,1413.0,5880,46.0,0.0,0.0,0.0,54.0,1.0011
2015-01-28,sewing,12,0.750283333,0.75,15.26,1429.0,3600,45.0,0.0,0.0,0.0,35.0,1.0004
2015-01-29,finishing,1,0.853666667,0.75,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.1382
2015-01-29,finishing,2,0.773333333,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,0.9667
2015-01-29,finishing,3,0.4925,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.6156
2015-01-29,finishing,4,0.989,0.8,4.3,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2362
2015-01-29,finishing,6,0.899,0.5,2.9,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.798
2015-01-29,finishing,8,0.877552083,0.65,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.3501
2015-01-29,finishing,10,0.85695,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0712
2015-01-29,finishing,11,0.864583333,0.6,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.441
2015-01-29,finishing,12,0.634666667,0.75,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,0.8462
2015-01-29,sewing,1,0.850362069,0.75,22.94,1579.0,6960,81.0,0.0,0.0,0.0,58.0,1.1338
2015-01-29,sewing,2,1.0,0.8,22.52,1416.0,6840,113.0,0.0,0.0,0.0,57.0,1.25
2015-01-29,sewing,3,0.950185965,0.8,22.52,1287.0,6840,100.0,0.0,0.0,0.0,57.0,1.1877
2015-01-29,sewing,4,0.9008,0.8,22.52,1444.0,6900,88.0,0.0,0.0,0.0,57.5,1.126
2015-01-29,sewing,5,0.800473729,0.65,20.79,1015.0,7080,81.0,0.0,0.0,0.0,59.0,1.2315
2015-01-29,sewing,6,0.500117677,0.5,18.79,717.0,3960,23.0,0.0,0.0,0.0,33.0,1.0002
2015-01-29,sewing,7,0.48792,0.65,23.54,830.0,6600,0.0,0.0,0.0,0.0,55.0,0.7506
2015-01-29,sewing,9,0.850170115,0.7,29.12,1170.0,6960,53.0,0.0,0.0,0.0,58.0,1.2145
2015-01-29,sewing,10,0.900129762,0.8,22.52,1088.0,6720,88.0,0.0,0.0,0.0,56.0,1.1252
2015-01-29,sewing,11,0.60059761,0.6,20.1,1601.0,4320,46.0,0.0,0.0,0.0,51.0,1.001
2015-01-29,sewing,12,0.750646667,0.75,15.26,1436.0,4200,45.0,0.0,0.0,0.0,35.0,1.0009
2015-01-31,finishing,1,0.971866667,0.75,3.94,1039.0,1800,0.0,0.0,0.0,0.0,15.0,1.2958
2015-01-31,finishing,2,0.971866667,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2148
2015-01-31,finishing,3,0.971866667,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.2148
2015-01-31,finishing,4,0.971866667,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2148
2015-01-31,finishing,5,0.971866667,0.7,3.94,1039.0,240,0.0,0.0,0.0,0.0,2.0,1.3884
2015-01-31,finishing,6,0.971866667,0.6,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.6198
2015-01-31,finishing,7,0.971866667,0.7,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.3884
2015-01-31,finishing,8,0.971866667,0.65,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.4952
2015-01-31,finishing,9,0.971866667,0.75,3.94,1039.0,240,0.0,0.0,0.0,0.0,2.0,1.2958
2015-01-31,finishing,10,0.971866667,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2148
2015-01-31,finishing,11,0.971866667,0.65,3.94,1039.0,600,0.0,0.0,0.0,0.0,5.0,1.4952
2015-01-31,finishing,12,0.971866667,0.75,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.2958
2015-01-31,sewing,1,0.850362069,0.75,22.94,1502.0,6960,81.0,0.0,0.0,0.0,58.0,1.1338
2015-01-31,sewing,2,1.0,0.8,22.52,1397.0,6840,113.0,0.0,0.0,0.0,57.0,1.25
2015-01-31,sewing,3,1.0,0.8,22.52,1136.0,6960,113.0,0.0,0.0,0.0,58.0,1.25
2015-01-31,sewing,4,0.900537069,0.8,22.52,1432.0,6660,88.0,0.0,0.0,0.0,57.5,1.1257
2015-01-31,sewing,5,0.656763743,0.7,50.89,282.0,5880,56.0,0.0,0.0,0.0,59.0,0.9382
2015-01-31,sewing,6,0.600710606,0.6,18.79,799.0,3960,23.0,0.0,0.0,0.0,33.0,1.0012
2015-01-31,sewing,7,0.388830357,0.7,23.54,1109.0,6720,0.0,0.0,0.0,0.0,56.0,0.5555
2015-01-31,sewing,8,0.286984568,0.5,23.54,1144.0,6480,0.0,0.0,0.0,0.0,54.0,0.574
2015-01-31,sewing,9,0.850610526,0.75,29.12,1082.0,6840,81.0,0.0,0.0,0.0,57.0,1.1341
2015-01-31,sewing,10,0.920236905,0.8,22.52,1116.0,6720,93.0,0.0,0.0,0.0,56.0,1.1503
2015-01-31,sewing,11,0.650148148,0.65,20.1,1417.0,6480,49.0,0.0,0.0,0.0,54.0,1.0002
2015-01-31,sewing,12,0.750646667,0.75,15.26,1209.0,4200,45.0,0.0,0.0,0.0,35.0,1.0009
2015-02-01,finishing,1,0.950438596,0.75,3.94,1039.0,2280,0.0,0.0,0.0,0.0,19.0,1.2673
2015-02-01,finishing,2,0.912766667,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.141
2015-02-01,finishing,4,0.845069444,0.8,4.3,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.0563
2015-02-01,finishing,6,0.314166667,0.6,2.9,1039.0,1200,0.0,0.0,0.0,0.0,10.0,0.5236
2015-02-01,finishing,7,0.892194444,0.7,3.94,1039.0,2160,0.0,0.0,0.0,0.0,18.0,1.2746
2015-02-01,finishing,8,1.0,0.65,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.5385
2015-02-01,finishing,10,0.8865,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.1081
2015-02-01,finishing,12,0.702666667,0.75,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,0.9369
2015-02-01,sewing,1,1.0,0.8,22.94,1582.0,3060,113.0,0.0,0.0,0.0,58.5,1.25
2015-02-01,sewing,2,1.0,0.8,22.52,1396.0,6900,113.0,0.0,0.0,0.0,57.5,1.25
2015-02-01,sewing,3,0.950185965,0.8,22.52,1124.0,6840,100.0,0.0,0.0,0.0,57.0,1.1877
2015-02-01,sewing,4,0.85011396,0.8,22.52,1472.0,7020,60.0,0.0,0.0,0.0,58.5,1.0626
2015-02-01,sewing,6,0.651007071,0.65,18.79,881.0,3960,26.0,0.0,0.0,0.0,33.0,1.0015
2015-02-01,sewing,7,0.411553571,0.7,24.26,1400.0,6720,0.0,0.0,0.0,0.0,56.0,0.5879
2015-02-01,sewing,8,0.466821212,0.6,24.26,1196.0,6600,0.0,0.0,0.0,0.0,55.0,0.778
2015-02-01,sewing,9,0.750593103,0.75,29.12,1282.0,6960,45.0,0.0,0.0,0.0,58.0,1.0008
2015-02-01,sewing,10,0.850532143,0.8,22.52,1282.0,6720,75.0,0.0,0.0,0.0,56.0,1.0632
2015-02-01,sewing,11,0.700508929,0.7,20.1,1192.0,6120,75.0,0.0,0.0,0.0,54.0,1.0007
2015-02-01,sewing,12,0.750450658,0.75,15.26,1276.0,1440,45.0,0.0,0.0,0.0,35.0,1.0006
2015-02-02,finishing,1,0.504596491,0.75,3.94,1039.0,2280,0.0,0.0,0.0,0.0,19.0,0.6728
2015-02-02,finishing,4,0.809236111,0.8,4.3,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.0115
2015-02-02,finishing,6,0.280333333,0.6,2.9,1039.0,1200,0.0,0.0,0.0,0.0,10.0,0.4672
2015-02-02,finishing,8,0.561979167,0.65,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.8646
2015-02-02,finishing,9,0.994270833,0.75,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.3257
2015-02-02,finishing,10,0.85695,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0712
2015-02-02,finishing,12,0.740444444,0.75,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,0.9873
2015-02-02,sewing,1,1.0,0.8,22.94,16882.0,7020,113.0,0.0,0.0,0.0,58.5,1.25
2015-02-02,sewing,2,0.900158405,0.8,22.52,21385.0,7020,88.0,0.0,0.0,0.0,58.5,1.1252
2015-02-02,sewing,3,0.90014152,0.8,22.52,21266.0,6840,70.0,0.0,0.0,0.0,57.0,1.1252
2015-02-02,sewing,4,0.800393224,0.8,22.52,23122.0,5940,50.0,0.0,0.0,0.0,56.5,1.0005
2015-02-02,sewing,5,0.500801724,0.5,30.1,839.0,6960,0.0,0.0,0.0,0.0,58.0,1.0016
2015-02-02,sewing,6,0.700354545,0.7,18.79,2984.0,3960,30.0,0.0,0.0,0.0,33.0,1.0005
2015-02-02,sewing,7,0.295307738,0.7,24.26,2698.0,6720,0.0,0.0,0.0,0.0,56.0,0.4219
2015-02-02,sewing,8,0.260978788,0.65,24.26,1435.0,6600,0.0,0.0,0.0,0.0,55.0,0.4015
2015-02-02,sewing,9,0.799963218,0.75,29.12,8992.0,6960,55.0,0.0,0.0,0.0,58.0,1.0666
2015-02-02,sewing,10,0.900129762,0.8,22.52,21540.0,6720,88.0,0.0,0.0,0.0,56.0,1.1252
2015-02-02,sewing,11,0.700398148,0.7,20.55,9792.0,6480,60.0,0.0,0.0,0.0,54.0,1.0006
2015-02-02,sewing,12,0.800401961,0.8,15.26,12261.0,3600,63.0,0.0,0.0,0.0,35.0,1.0005
2015-02-03,finishing,1,0.99485,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2436
2015-02-03,finishing,2,1.0,0.8,3.94,1039.0,2400,0.0,0.0,0.0,0.0,20.0,1.25
2015-02-03,finishing,4,0.5375,0.8,4.3,1039.0,1440,0.0,0.0,0.0,0.0,12.0,0.6719
2015-02-03,finishing,6,0.495416667,0.7,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.7077
2015-02-03,finishing,8,0.976979167,0.7,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.3957
2015-02-03,finishing,9,0.919954545,0.75,3.94,1039.0,1320,0.0,0.0,0.0,0.0,11.0,1.2266
2015-02-03,finishing,12,0.778222222,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,0.9728
2015-02-03,sewing,1,1.0,0.8,22.52,1500.0,6900,113.0,0.0,0.0,0.0,57.5,1.25
2015-02-03,sewing,2,0.949981609,0.8,22.52,1452.0,6960,100.0,0.0,0.0,0.0,58.0,1.1875
2015-02-03,sewing,3,0.950185965,0.8,22.52,1112.0,6840,100.0,0.0,0.0,0.0,57.0,1.1877
2015-02-03,sewing,4,0.800434622,0.8,22.52,340.0,5460,63.0,0.0,0.0,0.0,56.5,1.0005
2015-02-03,sewing,5,0.415172414,0.6,30.1,415.0,6960,0.0,0.0,0.0,0.0,58.0,0.692
2015-02-03,sewing,6,0.700184577,0.7,18.79,913.0,4020,30.0,0.0,0.0,0.0,33.5,1.0003
2015-02-03,sewing,7,0.541517857,0.7,24.26,1639.0,6720,0.0,0.0,0.0,0.0,56.0,0.7736
2015-02-03,sewing,8,0.586465465,0.7,24.26,1363.0,6660,0.0,0.0,0.0,0.0,55.5,0.8378
2015-02-03,sewing,9,0.750593103,0.75,29.12,1070.0,6960,34.0,0.0,0.0,0.0,58.0,1.0008
2015-02-03,sewing,10,0.999995238,0.8,22.52,1188.0,6720,90.0,0.0,0.0,0.0,56.0,1.25
2015-02-03,sewing,11,0.700513566,0.7,25.31,946.0,5760,60.0,0.0,0.0,0.0,54.0,1.0007
2015-02-03,sewing,12,0.800259023,0.8,15.26,1029.0,2040,50.0,0.0,0.0,0.0,35.0,1.0003
2015-02-04,finishing,1,0.929183333,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.1615
2015-02-04,finishing,2,0.966759259,0.8,3.94,1039.0,2160,0.0,0.0,0.0,0.0,18.0,1.2084
2015-02-04,finishing,6,0.531666667,0.7,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.7595
2015-02-04,finishing,7,0.779791667,0.7,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.114
2015-02-04,finishing,8,0.915766667,0.7,4.15,1039.0,3000,0.0,0.0,0.0,0.0,25.0,1.3082
2015-02-04,finishing,9,0.755166667,0.75,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.0069
2015-02-04,finishing,12,0.687555556,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,0.8594
2015-02-04,sewing,1,0.900147246,0.8,22.52,1532.0,6900,88.0,0.0,0.0,0.0,57.5,1.1252
2015-02-04,sewing,2,1.0,0.8,22.52,1263.0,6900,100.0,0.0,0.0,0.0,57.5,1.25
2015-02-04,sewing,3,1.0,0.8,22.52,968.0,6840,113.0,0.0,0.0,0.0,57.0,1.25
2015-02-04,sewing,4,0.350706422,0.35,30.1,287.0,6060,23.0,150.0,15.0,0.0,55.5,1.002
2015-02-04,sewing,5,0.650834808,0.65,30.1,326.0,5820,0.0,90.0,10.0,0.0,58.5,1.0013
2015-02-04,sewing,6,0.700710417,0.7,18.79,941.0,3360,30.0,0.0,0.0,0.0,33.0,1.001
2015-02-04,sewing,7,0.700612069,0.7,24.26,1471.0,6960,0.0,0.0,0.0,0.0,58.0,1.0009
2015-02-04,sewing,8,0.700135088,0.7,29.12,1248.0,6840,0.0,0.0,0.0,0.0,57.0,1.0002
2015-02-04,sewing,9,0.799963218,0.8,22.52,1086.0,6960,50.0,0.0,0.0,0.0,58.0,1.0
2015-02-04,sewing,10,0.999995238,0.8,22.52,1108.0,6720,113.0,0.0,0.0,0.0,56.0,1.25
2015-02-04,sewing,11,0.700278846,0.7,10.05,1042.0,6120,60.0,0.0,0.0,0.0,53.0,1.0004
2015-02-04,sewing,12,0.800401961,0.8,15.26,1094.0,4080,38.0,0.0,0.0,0.0,34.0,1.0005
2015-02-05,finishing,1,0.845458333,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.0568
2015-02-05,finishing,2,0.999924242,0.8,3.94,1039.0,2640,0.0,0.0,0.0,0.0,22.0,1.2499
2015-02-05,finishing,6,0.9425,0.7,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.3464
2015-02-05,finishing,7,0.8471,0.7,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2101
2015-02-05,finishing,10,0.771583333,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.9645
2015-02-05,finishing,12,0.906666667,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.1333
2015-02-05,sewing,1,1.0,0.8,22.52,1485.0,6900,113.0,0.0,0.0,0.0,57.5,1.25
2015-02-05,sewing,2,1.0,0.8,22.52,1300.0,6780,113.0,0.0,0.0,0.0,56.5,1.25
2015-02-05,sewing,3,0.950185965,0.8,22.52,1063.0,6840,100.0,0.0,0.0,0.0,57.0,1.1877
2015-02-05,sewing,4,0.500720126,0.5,30.1,417.0,6360,23.0,0.0,0.0,1.0,53.0,1.0014
2015-02-05,sewing,5,0.562212644,0.7,30.1,557.0,6960,0.0,0.0,0.0,0.0,58.0,0.8032
2015-02-05,sewing,6,0.700079032,0.7,18.79,766.0,2760,30.0,0.0,0.0,0.0,33.0,1.0001
2015-02-05,sewing,7,0.522844828,0.07,24.26,1608.0,6960,0.0,0.0,0.0,0.0,58.0,7.4692
2015-02-05,sewing,8,0.496549708,0.7,24.26,1167.0,6840,0.0,0.0,0.0,0.0,57.0,0.7094
2015-02-05,sewing,9,0.799963218,0.8,29.12,1069.0,6960,50.0,0.0,0.0,0.0,58.0,1.0
2015-02-05,sewing,10,0.999995238,0.8,22.52,1039.0,6720,113.0,0.0,0.0,0.0,56.0,1.25
2015-02-05,sewing,11,0.7504,0.75,10.05,668.0,2520,34.0,0.0,0.0,0.0,26.0,1.0005
2015-02-05,sewing,12,0.800612676,0.8,15.26,1083.0,720,38.0,0.0,0.0,0.0,34.0,1.0008
2015-02-07,finishing,1,0.870083333,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0876
2015-02-07,finishing,2,1.0,0.8,3.94,1039.0,3000,0.0,0.0,0.0,0.0,25.0,1.25
2015-02-07,finishing,4,0.447916667,0.8,4.3,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.5599
2015-02-07,finishing,6,0.845833333,0.75,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.1278
2015-02-07,finishing,7,0.715766667,0.7,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0225
2015-02-07,finishing,9,0.771583333,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.9645
2015-02-07,finishing,12,0.899111111,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.1239
2015-02-07,sewing,1,0.900135693,0.8,22.52,1534.0,6780,88.0,0.0,0.0,0.0,57.0,1.1252
2015-02-07,sewing,2,1.0,0.8,22.52,1186.0,6900,113.0,0.0,0.0,0.0,58.0,1.25
2015-02-07,sewing,3,0.950185965,0.8,22.52,1060.0,6840,100.0,0.0,0.0,0.0,57.0,1.1877
2015-02-07,sewing,4,0.600224189,0.6,30.1,486.0,6780,30.0,0.0,0.0,1.0,57.0,1.0004
2015-02-07,sewing,5,0.545657673,0.7,30.1,687.0,7500,0.0,0.0,0.0,0.0,59.0,0.7795
2015-02-07,sewing,6,0.750520115,0.75,18.79,813.0,1560,34.0,0.0,0.0,0.0,33.0,1.0007
2015-02-07,sewing,7,0.662270115,0.7,24.26,658.0,6960,0.0,270.0,45.0,0.0,58.0,0.9461
2015-02-07,sewing,8,0.365318713,0.7,24.26,652.0,6840,0.0,300.0,37.0,0.0,57.0,0.5219
2015-02-07,sewing,9,0.799963218,0.8,29.12,829.0,6960,50.0,0.0,0.0,0.0,58.0,1.0
2015-02-07,sewing,10,0.900129762,0.8,22.52,1142.0,6720,88.0,0.0,0.0,0.0,56.0,1.1252
2015-02-07,sewing,11,0.750027778,0.75,10.05,677.0,3240,45.0,0.0,0.0,0.0,27.0,1.0
2015-02-07,sewing,12,0.800401961,0.8,15.26,1021.0,4080,63.0,0.0,0.0,0.0,34.0,1.0005
2015-02-08,finishing,1,0.893066667,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.1163
2015-02-08,finishing,2,0.875555556,0.8,3.94,1039.0,2160,0.0,0.0,0.0,0.0,18.0,1.0944
2015-02-08,finishing,6,0.610208333,0.75,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.8136
2015-02-08,finishing,7,0.928680556,0.7,4.15,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.3267
2015-02-08,finishing,8,0.840888889,0.7,4.15,1039.0,1800,0.0,0.0,0.0,0.0,15.0,1.2013
2015-02-08,finishing,9,0.607416667,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.7593
2015-02-08,finishing,12,0.891555556,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.1144
2015-02-08,sewing,1,0.900135693,0.8,22.52,1615.0,6780,88.0,0.0,0.0,0.0,56.5,1.1252
2015-02-08,sewing,2,1.0,0.8,22.52,1233.0,6900,113.0,0.0,0.0,0.0,57.5,1.25
2015-02-08,sewing,3,0.900129762,0.8,22.52,1283.0,6720,88.0,0.0,0.0,0.0,56.0,1.1252
2015-02-08,sewing,4,0.568259587,0.65,30.1,712.0,6780,44.0,0.0,0.0,1.0,56.5,0.8742
2015-02-08,sewing,5,0.700618234,0.7,30.1,754.0,7020,0.0,0.0,0.0,0.0,58.5,1.0009
2015-02-08,sewing,6,0.75065101,0.75,18.79,670.0,3960,34.0,0.0,0.0,0.0,33.0,1.0009
2015-02-08,sewing,7,0.355534483,0.7,24.26,148.0,6960,0.0,0.0,0.0,0.0,58.0,0.5079
2015-02-08,sewing,8,0.353259649,0.7,24.26,154.0,6840,0.0,0.0,0.0,0.0,57.0,0.5047
2015-02-08,sewing,9,0.799963218,0.8,29.12,909.0,6960,50.0,0.0,0.0,0.0,58.0,1.0
2015-02-08,sewing,10,0.9008,0.8,22.52,1388.0,6720,88.0,0.0,0.0,0.0,56.0,1.126
2015-02-08,sewing,11,0.750027778,0.75,10.05,629.0,3240,45.0,0.0,0.0,0.0,27.0,1.0
2015-02-08,sewing,12,0.800355208,0.8,15.26,1026.0,2880,63.0,0.0,0.0,0.0,34.0,1.0004
2015-02-09,finishing,1,0.962016667,0.8,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.2025
2015-02-09,finishing,2,1.0,0.8,3.94,1039.0,2160,0.0,0.0,0.0,0.0,18.0,1.25
2015-02-09,finishing,6,0.888125,0.75,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.1842
2015-02-09,finishing,8,0.707111111,0.35,4.15,1039.0,1800,0.0,0.0,0.0,0.0,15.0,2.0203
2015-02-09,finishing,9,0.697708333,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.8721
2015-02-09,finishing,12,0.272,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,0.34
2015-02-09,sewing,1,0.900509044,0.8,22.52,1506.0,3600,70.0,0.0,0.0,0.0,57.0,1.1256
2015-02-09,sewing,2,0.900477825,0.8,22.52,1413.0,360,70.0,0.0,0.0,0.0,57.0,1.1256
2015-02-09,sewing,3,0.800161172,0.8,22.52,1271.0,5400,50.0,0.0,0.0,0.0,57.0,1.0002
2015-02-09,sewing,4,0.790003236,0.7,30.1,767.0,3300,50.0,0.0,0.0,1.0,57.0,1.1286
2015-02-09,sewing,5,0.700618234,0.7,30.1,773.0,7020,40.0,0.0,0.0,0.0,58.0,1.0009
2015-02-09,sewing,6,0.612517157,0.75,18.79,708.0,4080,0.0,0.0,0.0,0.0,34.0,0.8167
2015-02-09,sewing,7,0.350301724,0.35,30.1,842.0,6960,0.0,0.0,0.0,1.0,58.0,1.0009
2015-02-09,sewing,8,0.350301724,0.35,30.1,901.0,6960,0.0,0.0,0.0,1.0,58.0,1.0009
2015-02-09,sewing,9,0.799963218,0.8,29.12,1073.0,6960,50.0,0.0,0.0,0.0,58.0,1.0
2015-02-09,sewing,10,0.9008,0.8,22.52,1127.0,120,88.0,0.0,0.0,0.0,56.0,1.126
2015-02-09,sewing,11,0.750648148,0.75,10.05,103.0,0,45.0,0.0,0.0,0.0,54.0,1.0009
2015-02-09,sewing,12,0.800401961,0.8,15.26,970.0,4080,63.0,0.0,0.0,0.0,34.0,1.0005
2015-02-10,finishing,1,0.853666667,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.0671
2015-02-10,finishing,2,0.966759259,0.8,3.94,1039.0,2160,0.0,0.0,0.0,0.0,18.0,1.2084
2015-02-10,finishing,4,0.796755556,0.7,4.15,1039.0,1800,0.0,0.0,0.0,0.0,15.0,1.1382
2015-02-10,finishing,6,0.628333333,0.75,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.8378
2015-02-10,finishing,8,0.703770833,0.35,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,2.0108
2015-02-10,finishing,9,0.6895,0.8,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.8619
2015-02-10,finishing,12,1.0,0.8,4.08,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.25
2015-02-10,sewing,1,0.90047076,0.8,22.52,1546.0,0,88.0,0.0,0.0,0.0,57.0,1.1256
2015-02-10,sewing,2,0.899984058,0.8,22.52,1512.0,0,88.0,0.0,0.0,0.0,57.0,1.125
